"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Bug","36518","SF:164780, Carfax Showing Total Loss on All Vehicles - VHR Is Actually Clean","3","Critical","App Support","","Undecided","05/04/16 07:28 PM","002:FLM","","Dan Webster","164780","","0","J. Travis Huber","7","7","05/05/16 06:30 PM","05/05/16 06:36 PM",""
"Bug","36536","SF:165016, Profit Max Issue - Two Sets of Convenience codand Technology Packages","0","Medium","App Support","","Undecided","05/05/16 09:10 PM","002:FLM","","Dan Webster","165016","","0","Dan Webster","0","0","05/16/16 07:10 PM","05/16/16 07:10 PM",""
"Bug","36537","SF:164997, FirstLook Issue-- Online Purchasing Reports Not Opening in Chrome","0","Medium","App Support","","Undecided","05/05/16 10:09 PM","002:FLM","","Dan Webster","164997","","1","Bill Rogalla","0","0","05/06/16 04:54 PM","05/09/16 03:07 PM",""
"Bug","36541","SF:164105, Market Listing Data Incorrect - CPO Displaying in Non-CPO Filtered Search","0","Medium","App Support","","Undecided","05/06/16 03:05 PM","002:FLM","","Dan Webster","164105","","0","Michelle C Clay","0","0","06/10/16 04:03 PM","08/03/16 09:32 PM",""
"Bug","36547","SF:165115, MAX Merchandising Alerts Inaccurate - No Carfax - Oxmoor Group","0","Medium","App Support","","Undecided","05/06/16 06:29 PM","002:FLM","","Dan Webster","165115","","0","Michelle C Clay","20","20","05/25/16 03:54 PM","05/31/16 09:58 PM",""
"Bug","36550","SF:165137, CARFAX No Longer Showing as Ordered After Done so In the Appraisal","0","Medium","App Support","","Undecided","05/06/16 06:52 PM","002:FLM","","Dan Webster","165137","","0","Michelle C Clay","0","0","05/11/16 04:57 PM","05/12/16 02:40 PM",""
"Bug","36551","SF:164989, Unable to Update Highlights in PING / Cannot Decode VIN","0","Medium","App Support","","Undecided","05/06/16 07:11 PM","002:FLM","","Dan Webster","164989","","0","Michelle C Clay","0","0","05/09/16 06:41 PM","05/09/16 10:15 PM",""
"Bug","36553","SF:164930, AutoLoad Issue-- Packages not Loading - Mercedes Benz","0","Medium","App Support","","Undecided","05/06/16 08:25 PM","002:FLM","","Dan Webster","164930","","0","Dan Webster","0","0","05/09/16 03:14 PM","05/09/16 03:14 PM",""
"Bug","36560","Even though KBB option Include Mileage Adjustment is selected in Customer Offer, when print is clicked it is not displayed","0","Medium","V-MAX-PRODUCT","","Undecided","05/09/16 03:49 PM","002:FLM","","Advait Gupte","","","0","Michelle C Clay","0","0","06/17/16 09:43 PM","06/17/16 09:43 PM",""
"Bug","36567","SF:165163, Diablo Subaru of Walnut Creek - Photos Not Showing on Mobile in DSR","0","Medium","App Support","","Undecided","05/09/16 07:53 PM","002:FLM","","Dan Webster","165163","","1","Bill Rogalla","0","0","05/10/16 01:46 PM","05/10/16 03:31 PM",""
"Bug","36568","SF:165312, Reporting Issue--Cost to Sale & Cost To Market Missing in Deal Log","0","High","V-MAX-Triage","","Undecided","05/09/16 08:18 PM","002:FLM","","Dan Webster","165312","","0","Kara Korte","2","2","05/16/16 02:48 PM","05/16/16 02:48 PM",""
"Bug","36592","SF:165595, Oyster Bay BMW - Pricing Proof Points for New Cars - Missing MSRP","5","High","App Support","","Undecided","05/11/16 03:18 PM","002:FLM","","Dan Webster","165595","","0","Bill Rogalla","0","0","05/24/16 02:09 PM","08/03/16 09:59 PM",""
"Feature","36596","Add ""Recall"" option in FirstLook","0","Medium","Kara Korte","","Undecided","05/11/16 09:01 PM","002:FLM","","Kara Korte","","","0","Kara Korte","0","0","09/14/16 02:40 PM","09/14/16 02:40 PM",""
"Bug","36599","SF:165057, Photos Duplicating on Two Different Sets of Stock Numbers","0","Medium","App Support","","Undecided","05/11/16 09:38 PM","002:FLM","","Dan Webster","165057","","0","Michelle C Clay","0","0","05/13/16 06:56 PM","05/16/16 07:23 PM",""
"Internal Task","36609","Reprint window stickers for Gladstone Nissan","0","Medium","J. Travis Huber","","Undecided","05/12/16 03:26 PM","002:FLM","","J. Travis Huber","","","0","J. Travis Huber","15","0.25","05/12/16 04:02 PM","05/12/16 04:02 PM",""
"Bug","36614","SF:165965, Turn on Body Style in ProfitMAX Market Listing Filters","0","Medium","Dan Webster","","Undecided","05/12/16 06:41 PM","002:FLM","","Dan Webster","165965","","1","J. Travis Huber","0","0","05/23/16 08:40 PM","05/24/16 07:41 PM",""
"Bug","36630","SF:165380, Unable to Pull Carfax Report - Carfax Showing as Unknown","0","Medium","App Support","","Undecided","05/13/16 04:54 PM","002:FLM","","Dan Webster","165380","","0","Bill Rogalla","0","0","05/24/16 02:20 PM","05/24/16 09:58 PM",""
"Internal Task","36634","Add Manufacturer Inventive back to Stored Procedures","0","Medium","Michelle C Clay","","Undecided","05/13/16 10:36 PM","002:FLM","","Troy Hemstreet","","","0","Michelle C Clay","0","0","06/29/16 08:52 PM","06/29/16 08:52 PM",""
"Bug","36654","SF:166363, Dealer Request-- Add HC Certified Logo to MAX","3","Critical","App Support","","Undecided","05/17/16 04:42 PM","002:FLM","","Dan Webster","166363","","0","Michelle C Clay","0","0","09/14/16 02:32 PM","09/14/16 03:17 PM",""
"Bug","36658","SF:166576, CarFax Error - First Look Unable to Pull Carfax","0","Medium","App Support","","Undecided","05/18/16 02:57 PM","002:FLM","","Dan Webster","166576","","0","Michelle C Clay","0","0","05/23/16 07:11 PM","05/24/16 10:02 PM",""
"Bug","36661","SF:166133, Keenan Motors -  Mercedes Benz Open Auto Load Issue - Adding Wrong Packages","0","Medium","App Support","","Undecided","05/18/16 07:37 PM","002:FLM","","Dan Webster","166133","","0","Michelle C Clay","0","0","05/23/16 07:08 PM","05/24/16 07:15 PM",""
"Bug","36664","SF:166644, Bourne's Auto Center Daytona Beach - Market Listings Not Showing - Missing Competitors","0","Medium","App Support","","Undecided","05/18/16 08:56 PM","002:FLM","","Dan Webster","166644","","0","Michelle C Clay","0","0","05/23/16 07:04 PM","05/24/16 10:06 PM",""
"Bug","36665","SF:166663, Display Issue - Stock #'s in Water Report Still Showing Lowercase, When They Were Changed in DMS to Uppercase","0","Medium","App Support","","Undecided","05/18/16 09:21 PM","002:FLM","","Dan Webster","166663","","0","Bill Rogalla","0","0","05/19/16 04:34 PM","05/23/16 05:03 PM",""
"Bug","36674","NCT: add a car in CIP campaign that is older than MSRP campaign puts the car in both campaigns","0","Medium","V-MAX-PRODUCT","","Undecided","05/19/16 08:10 PM","002:FLM","","Christopher Norton","","","0","Michelle C Clay","0","0","09/13/16 08:39 PM","09/13/16 08:39 PM",""
"Bug","36675","Max: Double Discount Report - Incorrect Chart Values","0","Low","Tim Muir","","Undecided","05/19/16 08:18 PM","002:FLM","","Tim Muir","","","0","Tim Muir","0","0","07/22/16 07:22 PM","07/22/16 07:22 PM",""
"Bug","36678","SF:166987, Matching Market Listings Not Updating with Slider Bar Adjusting Mileage.","0","Medium","Daniel Hillis","","Undecided","05/20/16 03:18 PM","002:FLM","","Dan Webster","166987","","0","Daniel Hillis","4","4","05/20/16 10:19 PM","05/23/16 02:41 PM",""
"Bug","36679","SF:166986, Store Vehicle Missing in Market Listings on Profit Max","0","Medium","App Support","","Undecided","05/20/16 03:37 PM","002:FLM","","Dan Webster","166986","","0","Bill Rogalla","0","0","08/30/16 04:12 PM","09/06/16 02:41 PM",""
"Bug","36680","SF:166958, Kahlig group - Command Center Reports Issue - Server Error on RISA - Other PMR Reports Display Issues","0","Medium","App Support","","Undecided","05/20/16 04:06 PM","002:FLM","","Dan Webster","166958","","0","Michelle C Clay","0","0","05/25/16 04:05 PM","05/31/16 09:52 PM",""
"Bug","36683","SF:166813, Acura of Little Rock - Profit Max Not Populating Results on Appraisals","0","Medium","App Support","","Undecided","05/20/16 04:34 PM","002:FLM","","Dan Webster","166813","","0","J. Travis Huber","0","0","08/24/16 07:12 PM","08/24/16 08:46 PM",""
"Bug","36684","SF:167018, CTR Graph Error - Not Populating Data","0","Medium","App Support","","Undecided","05/20/16 05:20 PM","002:FLM","","Dan Webster","167018","","1","Bill Rogalla","0","0","05/24/16 02:04 PM","05/24/16 10:03 PM",""
"Bug","36690","SF:166973, Wittrock Motor Co - Profit MAX Equipment Filtering Missing Navigation","0","Medium","App Support","","Undecided","05/20/16 10:07 PM","002:FLM","","Dan Webster","166973","","0","Bill Rogalla","0","0","08/24/16 03:53 PM","08/24/16 04:59 PM",""
"Bug","36723","SF:167043, Windy City Sales Demo Store - No Edmunds- Server Error","0","Medium","App Support","","Undecided","05/24/16 04:11 PM","002:FLM","","Dan Webster","167043","","0","Bill Rogalla","0","0","05/24/16 07:47 PM","05/24/16 10:04 PM",""
"Bug","36759","SF:167778, Hertz Northwest Car Sales - Profit MAX Pricing Summary Not Loading","0","Medium","App Support","","Undecided","05/26/16 02:08 PM","002:FLM","","Help Desk Support","167778","","0","Michelle C Clay","0","0","09/13/16 08:56 PM","09/14/16 03:19 PM",""
"Bug","36762","SF:167565,  CARite Indy Honda FirstLook Issue-- No Data in Auction Section","0","Medium","V-MAX-PRODUCT","","Undecided","05/26/16 03:47 PM","002:FLM","","Help Desk Support","167565","","0","Dan Webster","0","0","06/14/16 07:31 PM","06/14/16 07:31 PM",""
"Bug","36763","SF:167802, Leith Auto Group- Command Center Error - Aging Profile Graph","3","Medium","App Support","","Undecided","05/26/16 04:07 PM","002:FLM","","Help Desk Support","167802","","0","Michelle C Clay","0","0","06/08/16 08:15 PM","06/09/16 02:49 PM",""
"Bug","36786","SF:167406, TTM Issue-- Jan / Feb Data Not Adding Up","0","Medium","App Support","","Undecided","06/01/16 04:47 PM","002:FLM","","Dan Webster","167406","","0","Bill Rogalla","0","0","06/01/16 04:52 PM","06/02/16 03:53 PM",""
"Bug","36794","SF:168518, FirstLook Issue-- Cannot Search by Stock Number in Quick Planning - Chrome Remediation","3","Medium","App Support","java","Undecided","06/01/16 09:05 PM","002:FLM","","Dan Webster","168518","","0","Bill Rogalla","0","0","10/25/16 06:20 PM","10/25/16 06:33 PM",""
"Bug","36795","SF:168512, URGENT - Digital Showroom Showing Too Many Units - Launch Tomorrow","0","Medium","App Support","","Undecided","06/01/16 09:21 PM","002:FLM","","Dan Webster","168512","","0","J. Travis Huber","0","0","06/01/16 11:09 PM","06/02/16 03:44 PM",""
"Bug","36808","SF:168511, Hendrick Lexus - Lexus F Sports are Not available Trims in Appraisal - CTM","0","Medium","App Support","","Undecided","06/02/16 08:33 PM","002:FLM","","Dan Webster","168511","","0","Bill Rogalla","0","0","07/06/16 09:26 PM","11/15/16 11:11 PM",""
"Bug","36809","SF:168674, NorthPark/Kahlig Group -  Reports not working in Command Center","0","Medium","App Support","","Undecided","06/02/16 10:35 PM","002:FLM","","Dan Webster","168674","","0","Dan Webster","0","0","07/25/16 06:53 PM","07/25/16 06:53 PM",""
"Bug","36811","NEW MINI Packages not matching PMAX to Website","0","Medium","V-MAX-PRODUCT","","Undecided","06/03/16 07:28 PM","002:FLM","","Bill Rogalla","","","0","Bill Rogalla","0","0","08/30/16 04:08 PM","08/30/16 04:08 PM",""
"Bug","36812","NEW Chevrolet Packages not matching PMAX to Website","0","Medium","V-MAX-PRODUCT","","Undecided","06/03/16 07:43 PM","002:FLM","","Bill Rogalla","","","0","Bill Rogalla","0","0","08/30/16 04:08 PM","08/30/16 04:08 PM",""
"Bug","36813","NEW Chevrolet Packages not matching PMAX to Website-2","0","Medium","V-MAX-PRODUCT","","Undecided","06/03/16 08:00 PM","002:FLM","","Bill Rogalla","","","0","Bill Rogalla","0","0","08/30/16 04:09 PM","08/30/16 04:09 PM",""
"Bug","36814","NEW Chevrolet Packages not matching PMAX to Website-3","0","Medium","V-MAX-PRODUCT","","Undecided","06/03/16 08:05 PM","002:FLM","","Bill Rogalla","","","0","Bill Rogalla","0","0","08/30/16 04:09 PM","08/30/16 04:09 PM",""
"Bug","36822","SF:169078, Profit Max- Market Listings Not Populating","0","Medium","App Support","","Undecided","06/06/16 02:35 PM","002:FLM","","Dan Webster","169078","","0","Bill Rogalla","0","0","06/14/16 09:24 PM","06/14/16 09:29 PM",""
"Bug","36823","SF:168574, Days to Online with Photo Discrepancy - Faulkner Dodge Ram","0","Medium","App Support","","Undecided","06/06/16 04:25 PM","002:FLM","","Dan Webster","168574","","0","Daniel Hillis","0","0","08/15/16 04:27 PM","09/20/16 07:28 PM",""
"Bug","36831","SF:169357, FL Mobile - Auction List Lanes Missing","0","Medium","App Support","","Undecided","06/07/16 02:50 PM","002:FLM","","Dan Webster","169357","","0","Bill Rogalla","0","0","06/20/16 05:16 PM","06/27/16 03:28 PM",""
"Bug","36835","SF:167697, CARFAX No Longer Showing as Ordered After Done so for ALL USED vehicles - Receives Error Message After Pulling","0","Medium","Christopher Norton","","Undecided","06/07/16 08:13 PM","002:FLM","","Dan Webster","167697","","0","Dan Webster","0","0","06/13/16 02:59 PM","06/13/16 02:59 PM",""
"Internal Defect","36848","Pricing Campaigns STA Object reference not set to an instance of an object","0","Ground Level","Inna Tulika","","Undecided","06/08/16 09:07 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","10/25/16 02:36 PM","10/25/16 02:36 PM",""
"Task","36855","Do not delete DundasImages in command center when we deploy","0","Medium","Michelle C Clay","","Undecided","06/09/16 04:14 PM","002:FLM","","J. Travis Huber","","","0","Michelle C Clay","0","0","06/22/16 09:15 PM","06/22/16 09:15 PM",""
"Bug","36857","SF:169573, Used Vehicles Showing as New in Max InventorySearch - Land Rover Chattanooga","0","Medium","App Support","","Undecided","06/09/16 06:50 PM","002:FLM","","Dan Webster","169573","","0","Bill Rogalla","0","0","06/15/16 03:42 PM","06/20/16 03:05 PM",""
"Bug","36866","Firstlook Reports: Total Inventory Report - Carfax Errors","0","Medium","Michelle C Clay","","Undecided","06/10/16 05:04 PM","002:FLM","","Tim Muir","","","0","Michelle C Clay","0","0","06/15/16 03:46 PM","06/15/16 03:46 PM",""
"Bug","36869","SF:170081, Herrin Gear - Market Day Supply Showing 0 - Overall MDS for ALL cars During Appraisal - CTM","0","Medium","App Support","","Undecided","06/11/16 06:47 PM","002:FLM","","Dan Webster","170081","","0","Bill Rogalla","0","0","06/15/16 03:25 PM","06/20/16 03:15 PM",""
"Bug","36871","SF:170246, Appraisal Manager Issue-- Page Not Loading","0","Medium","App Support","","Undecided","06/13/16 03:56 PM","002:FLM","","Dan Webster","170246","","0","Michelle C Clay","0","0","06/15/16 04:24 PM","06/20/16 03:07 PM",""
"Bug","36872","SF:167830, Command Center Issue-- Error Message When Clicking Age Buckets","0","Medium","App Support","","Undecided","06/13/16 07:19 PM","002:FLM","","Dan Webster","167830","","0","Dan Webster","0","0","06/20/16 03:04 PM","06/20/16 03:04 PM",""
"Bug","36873","Digital Showroom: ""Good Deal"" Button Redirects to Incorrect VIN","0","High","App Support","","Undecided","06/13/16 07:34 PM","002:FLM","","Tim Muir","","","0","Dan Webster","0","0","06/27/16 02:51 PM","06/27/16 02:51 PM",""
"Bug","36878","SF:169901, Unit Missing from Aged Inventory Exchange Report","0","Medium","App Support","","Undecided","06/14/16 08:16 PM","002:FLM","","Dan Webster","169901","","0","Michelle C Clay","0","0","06/29/16 03:50 PM","07/05/16 03:03 PM",""
"Bug","36880","SF:170712, Retail Sales Margin Report- Server Error","0","Medium","App Support","","Undecided","06/14/16 09:59 PM","002:FLM","","Dan Webster","170712","","1","Michelle C Clay","0","0","06/29/16 04:06 PM","07/05/16 03:01 PM",""
"Bug","36881","SF:170717, Retail Sales Margin Report- Server Error-- Herrin-Gear Autoplex","0","Medium","App Support","","Undecided","06/14/16 10:01 PM","002:FLM","","Dan Webster","170717","","0","Bill Rogalla","0","0","06/15/16 03:05 PM","06/27/16 03:17 PM",""
"Bug","36882","SF:170203, Profit Max - Market Listings Age Error - P9274","0","Medium","App Support","","Undecided","06/14/16 10:24 PM","002:FLM","","Dan Webster","170203","","0","Bill Rogalla","0","0","09/20/16 04:30 PM","09/20/16 08:56 PM","36947,"
"Bug","36883","SF:170750, DSR Not Sending Text To Mobile","0","Medium","App Support","","Undecided","06/14/16 10:36 PM","002:FLM","","Dan Webster","170750","","0","Tim Muir","2","2","06/17/16 06:04 PM","06/20/16 03:26 PM",""
"Project","36885","Improve handling of selfridge api","0","Medium","V-MAX-Engineers","","Undecided","06/15/16 02:53 AM","002:FLM","","J. Travis Huber","","","0","Michelle C Clay","0","0","07/27/16 08:09 PM","07/27/16 08:09 PM","36889,37285,"
"Internal Task","36889","Install Datadog agent on windows machines","0","High","J. Travis Huber","","Undecided","06/15/16 03:47 AM","002:FLM","","J. Travis Huber","","","0","J. Travis Huber","0","0","08/02/16 02:46 PM","08/02/16 02:46 PM",""
"Bug","36894","DSR Thumbnail Image Broken","0","Medium","Bill Rogalla","","Undecided","06/15/16 02:55 PM","002:FLM","","Bill Rogalla","","","0","J. Travis Huber","0","0","06/15/16 02:58 PM","06/15/16 02:59 PM",""
"Internal Defect","36896","New Car Overview: Priced below Invoice Cost alert is too small","0","Ground Level","Inna Tulika","","Undecided","06/15/16 04:36 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","11/10/16 08:59 PM","11/10/16 08:59 PM",""
"Feature","36899","MVSG-Market Velocity Stocking Guide Revision Parent Case","0","Medium","Bill Rogalla","","Undecided","06/15/16 06:44 PM","002:FLM","","Bill Rogalla","","","0","Michelle C Clay","0","0","07/28/16 07:33 PM","07/28/16 07:33 PM",""
"Bug","36900","SF:170062, Carbiz Limited - Mercedes Autoload Issue - Not Working","0","Medium","App Support","","Undecided","06/15/16 07:06 PM","002:FLM","","Dan Webster","170062","","0","Michelle C Clay","0","0","09/14/16 09:59 PM","09/20/16 08:58 PM",""
"Internal Defect","36903","New Car: Vehicle count wrong in Pricing Campaigns","0","Ground Level","Inna Tulika","","Undecided","06/15/16 09:53 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","11/16/16 10:01 PM","11/16/16 10:01 PM",""
"Internal Defect","36907","New Car: Page navigation links in current pricing campaigns don't work properly","0","Ground Level","Inna Tulika","","Undecided","06/16/16 04:27 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","11/10/16 09:24 PM","11/10/16 09:24 PM",""
